"Disclaimer - Users of this site acknowledge that the information contained in these files is a guide for informational purposes only, and is not to be considered as a substitute for the professional judgment of the physician, pharmacist, or any other health care professional providing services to a member, or to contradict any applicable laws and procedures.",,,,,,,,,,,,,,,,,,,,
AHFS CODE,AHFS DESCRIPTION,CHEMICAL NAME,DOSAGE FORM,STRENGTH,ITEM NAME,DIN,MANUFACTURER,AB,BC,MB,NB,NF,NS,NT,NU,ON,PE,QC,SK,YT
68:28.00,PITUITARY,DESMOPRESSIN ACETATE,TAB,0.1MG,PMS-DESMOPRESSIN 0.1MG TAB,02304368,PMS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:28.00,PITUITARY,DESMOPRESSIN ACETATE,TAB,0.2MG,APO-DESMOPRESSIN 0.2MG TAB,02284049,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:28.00,PITUITARY,DESMOPRESSIN ACETATE,TAB,0.2MG,PMS-DESMOPRESSIN 0.2MG TAB,02304376,PMS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:28.00,PITUITARY,DESMOPRESSIN ACETATE,TAB,120MCG,DDAVP MELT 120MCG TAB,02285002,FEI,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:28.00,PITUITARY,DESMOPRESSIN ACETATE,TAB,60MCG,DDAVP MELT 60MCG TAB,02284995,FEI,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:28.00,PITUITARY,DESMOPRESSIN ACETATE,NAS SPR,10MCG,DESMOPRESSIN 0.1MG/ML NAS SPR,02242465,AAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,LANREOTIDE ACETATE,INJ,120MG,MYTOLAC 120MG/SYR,02555883,AVP,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Open Benefit,Not Determined
68:29.04,SOMATOSTATIN AGONISTS,LANREOTIDE ACETATE,INJ,120MG,SOMATULINE AUTOGEL 120MG/SYR,02283417,IPS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,LANREOTIDE ACETATE,INJ,60MG,MYTOLAC 60MG/SYR,02555867,AVP,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Open Benefit,Not Determined
68:29.04,SOMATOSTATIN AGONISTS,LANREOTIDE ACETATE,INJ,60MG,SOMATULINE AUTOGEL 60MG/SYR,02283395,IPS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,LANREOTIDE ACETATE,INJ,90MG,MYTOLAC 90MG/SYR,02555875,AVP,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Open Benefit,Not Determined
68:29.04,SOMATOSTATIN AGONISTS,LANREOTIDE ACETATE,INJ,90MG,SOMATULINE AUTOGEL 90MG/SYR,02283409,IPS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,100MCG/ML,OCTREOTIDE OMEGA 100MCG/ML INJ,02248640,OMG,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,10MG,OCTREOTIDE 10MG/VIAL INJ,02503751,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,10MG,SANDOSTATIN LAR 10MG/VIAL INJ,02239323,NOV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,200MCG/ML,OCTREOTIDE OMEGA 200MCG/ML INJ,02248642,OMG,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,20MG,OCTREOTIDE 20MG/VIAL INJ,02503778,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,20MG,SANDOSTATIN LAR 20MG/VIAL INJ,02239324,NOV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,30MG,OCTREOTIDE 30MG/VIAL INJ,02503786,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,30MG,SANDOSTATIN LAR 30MG/VIAL INJ,02239325,NOV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,500MCG/ML,OCTREOTIDE OMEGA 500MCG/ML INJ,02248641,OMG,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,50MCG/ML,OCTREOTIDE OMEGA 50MCG/ML/INJ,02248639,OMG,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:29.04,SOMATOSTATIN AGONISTS,OCTREOTIDE ACETATE,INJ,50MCG/ML,SANDOSTATIN 50MCG/ML INJ,00839191,NOV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:30.04,SOMATOTROPIN AGONISTS,MECASERMIN,INJ,10MG/ML,INCRELEX 10MG/ML INJ,02509733,IPS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
68:32.00,PROGESTINS,MEGESTROL ACETATE,TAB,160MG,MEGESTROL 160MG TAB,02195925,AAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEGESTROL ACETATE,TAB,40MG,MEGESTROL 40MG TAB,02195917,AAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,INJ,150MG/ML,DEPO-PROVERA 150MG/ML INJ,02523493,PFI,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,DIENOGEST,TAB,2MG,ASPEN-DIENOGEST 2MG TAB,02493055,APA,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,DIENOGEST,TAB,2MG,JAMP DIENOGEST 2MG TAB,02498189,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,DIENOGEST,TAB,2MG,M-DIENOGEST 2MG TAB,02543613,MAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,DIENOGEST,TAB,2MG,MAR-DIENOGEST 2MG TAB,02551683,MAR,Open Benefit,Open Benefit,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,DIENOGEST,TAB,2MG,VISANNE 2MG TAB,02374900,BAY,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,100MG,AA-MEDROXY 100MG TAB,02267640,AAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,10MG,AA-MEDROXY 10MG TAB,02277298,AAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,10MG,PROVERA 10MG TAB,00729973,PFI,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,10MG,TEVA-MEDRONE 10MG TAB,02221306,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,2.5MG,AA-MEDROXY 2.5MG TAB,02244726,AAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,2.5MG,PROVERA 2.5MG TAB,00708917,PFI,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,2.5MG,TEVA-MEDRONE 2.5MG TAB,02221284,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,5MG,AA-MEDROXY 5MG TAB,02244727,AAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,5MG,PROVERA 5MG TAB,00030937,PFI,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,MEDROXYPROGESTERONE ACETATE,TAB,5MG,TEVA-MEDRONE 5MG TAB,02221292,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,PROGESTERONE,CAP,100MG,AURO-PROGESTERONE 100MG CAP,02493578,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,PROGESTERONE,CAP,100MG,M-PROGESTERONE 100MG CAP,02551268,MAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,PROGESTERONE,CAP,100MG,PMS-PROGESTERONE 100MG CAP,02476576,PMS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,PROGESTERONE,CAP,100MG,PROGESTERONE 100MG CAP,02516187,SAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,PROGESTERONE,CAP,100MG,PROMETRIUM 100MG CAP,02166704,ORG,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,PROGESTERONE,CAP,100MG,REDDY-PROGESTERONE 100MG CAP,02463113,REC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:32.00,PROGESTINS,PROGESTERONE,CAP,100MG,TEVA-PROGESTERONE 100MG CAP,02439913,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,100MCG,APO-LEVOTHYROXINE 100MCG TAB,02534681,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,100MCG,ELTROXIN 100MCG TAB,02213206,APA,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,100MCG,SYNTHROID 100MCG TAB,02172100,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,112MCG,APO-LEVOTHYROXINE 112MCG TAB,02550741,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,112MCG,SYNTHROID 112MCG TAB,02171228,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,125MCG,APO-LEVOTHYROXINE 125MCG TAB,02550768,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,125MCG,SYNTHROID 125MCG TAB,02172119,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,137MCG,APO-LEVOTHYROXINE 137MCG TAB,02550776,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,137MCG,SYNTHROID 137MCG TAB,02233852,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,150MCG,APO-LEVOTHYROXINE 150MCG TAB,02550784,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,150MCG,ELTROXIN 150MCG TAB,02213214,APA,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,150MCG,SYNTHROID 150MCG TAB,02172127,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,175MCG,APO-LEVOTHYROXINE 175MCG TAB,02550792,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,175MCG,SYNTHROID 175MCG TAB,02172135,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,200MCG,APO-LEVOTHYROXINE 200MCG TAB,02550806,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,200MCG,ELTROXIN 200MCG TAB,02213222,APA,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,200MCG,SYNTHROID 200MCG TAB,02172143,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,25MCG,APO-LEVOTHYROXINE 25MCG TAB,02550709,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,25MCG,SYNTHROID 25MCG TAB,02172062,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,300MCG,APO-LEVOTHYROXINE 300MCG TAB,02534703,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,300MCG,SYNTHROID 300MCG TAB,02172151,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,50MCG,APO-LEVOTHYROXINE 50MCG TAB,02550717,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,50MCG,ELTROXIN 50MCG TAB,02213192,APA,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,50MCG,SYNTHROID 50MCG TAB,02172070,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,75MCG,APO-LEVOTHYROXINE 75MCG TAB,02550725,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,75MCG,SYNTHROID 75MCG TAB,02172089,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,88MCG,APO-LEVOTHYROXINE 88MCG TAB,02550733,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LEVOTHYROXINE SODIUM,TAB,88MCG,SYNTHROID 88MCG TAB,02172097,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LIOTHYRONINE SODIUM,TAB,25MCG,AURO-LIOTHYRONINE 25MCG TAB,02550008,AUR,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Open Benefit,Open Benefit,Not Determined,Open Benefit,Not Determined,Not Determined,Not Determined
68:36.04,THYROID AGENTS,LIOTHYRONINE SODIUM,TAB,25MCG,CYTOMEL 25MCG TAB,01919466,PFI,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LIOTHYRONINE SODIUM,TAB,25MCG,TEVA-LIOTHYRONINE 25MCG TAB,02494345,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LIOTHYRONINE SODIUM,TAB,5MCG,AURO-LIOTHYRONINE 5MCG TAB,02549999,AUR,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Open Benefit,Open Benefit,Not Determined,Open Benefit,Not Determined,Not Determined,Not Determined
68:36.04,THYROID AGENTS,LIOTHYRONINE SODIUM,TAB,5MCG,CYTOMEL 5MCG TAB,01919458,PFI,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,LIOTHYRONINE SODIUM,TAB,5MCG,TEVA-LIOTHYRONINE 5MCG TAB,02494337,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,THYROID,TAB,125MG,THYROID 125MG TAB,00023965,ERF,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,THYROID,TAB,30MG,THYROID 30MG TAB,00023949,ERF,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.04,THYROID AGENTS,THYROID,TAB,60MG,THYROID 60MG TAB,00023957,ERF,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
68:36.08,ANTITHYROID AGENTS,METHIMAZOLE,TAB,10MG,JAMP METHIMAZOLE 10MG TAB,02490633,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
